ID,Salary,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
2192,625000,Gurgaon,f,28-11-1991,95.6,cbse,2009,94.4,cbse,8460,1,B.Tech/B.E.,instrumentation and control engineering,76.5,8460,1,Delhi,2013,665,690,615,-1,595,-1,407,-1,-1,-1,-1,0.4155,1.0449,0.7785,-0.3612,-0.4776
2193,160000,Mumbai,m,25-02-1989,55.33,0,2006,62.4,0,5690,2,B.Tech/B.E.,electronics and communication engineering,67,5690,0,Uttar Pradesh,2011,415,415,425,0.229481755,295,266,-1,-1,-1,-1,-1,-0.2628,0.0328,0.8171,0.5323,-0.2875
2194,375000,Chennai,f,07-05-1989,83,0,2006,69.9,0,3076,2,MCA,computer application,76,3076,0,Tamil Nadu,2012,325,415,255,0.450876584,395,-1,-1,-1,-1,-1,-1,-0.1855,-0.5913,0.5269,0.62043,-0.6035
2195,240000,Bhagalpur,m,18-02-1990,79.28,state board,2008,68.55,state board,13517,2,B.Tech/B.E.,mechanical engineering,79.75,13517,0,Tamil Nadu,2013,615,640,545,0.909151943,-1,-1,-1,-1,-1,-1,-1,1.1336,1.2114,-1.527,-0.995,0.8637
2196,500000,Noida,m,02-01-1989,62,0,2006,75,0,144,2,B.Tech/B.E.,mechanical engineering,70,144,0,Uttar Pradesh,2011,445,445,615,0.535862819,-1,-1,-1,393,-1,-1,-1,-0.5719,0.8128,-0.6343,-0.8778,-0.1295
2197,300000,Pune,m,06-06-1991,73.07,state board,2009,67.5,state board,8547,2,B.Tech/B.E.,electronics & telecommunications,61.93,,1,Maharashtra,2014,580,640,635,0.649389715,-1,356,-1,-1,-1,-1,-1,-0.159,0.0459,-0.2974,,-1.8189
2198,200000,Ludhiana,m,11-12-1990,,state board,2009,59,state board,272,2,B.Tech/B.E.,mechanical engineering,72.99,272,0,Punjab,2013,275,535,560,0.945134856,335,-1,-1,526,-1,-1,-1,-0.159,-0.1206,-0.2974,-0.7415,-0.2859
2199,300000,Hyderabad,f,03-01-1989,88.3,state board,2006,87,state board,820,2,MCA,computer application,70.44,,1,Telangana,2012,370,535,500,0.635978756,445,-1,-1,-1,-1,-1,-1,0.5591,-0.2871,0.01,-0.3612,0.2889
2200,210000,Raipur,m,09-02-1993,80.4,state board,,60.2,state board,6851,2,B.Tech/B.E.,electronics and communication engineering,81,6851,0,West Bengal,2014,370,335,565,0.649389715,625,356,376,-1,-1,-1,-1,1.8517,0.0459,0.4711,0.2727,1.247
2201,240000,Mumbai,m,24-07-1992,82,state board,,79.23,state board,5050,2,B.Tech/B.E.,electronics and communication engineering,70,5050,0,Rajasthan,2013,605,565,645,-1,545,-1,-1,-1,-1,-1,-1,0.7027,1.2114,0.9322,-1.1218,0.2889
2202,300000,Jabalpur,m,17-08-1991,93.5,icse,2009,84.5,cbse,2725,1,B.Tech/B.E.,mechanical engineering,66,2725,0,Madhya Pradesh,2013,730,655,780,0.971663491,-1,-1,-1,553,-1,-1,-1,-1.308,0.3789,-0.1437,-0.7415,0.0973
2203,350000,Gurgaon,m,09-09-1993,92,cbse,,88.8,cbse,8195,1,B.Tech/B.E.,computer science & engineering,84,8195,1,Delhi,2015,640,630,345,0.998876108,595,-1,653,-1,-1,-1,-1,,-1.1196,-1.0659,1.6672,0.0973
2204,300000,New Delhi,m,25-12-1993,,state board,2010,67.4,state board,12833,2,B.Tech/B.E.,computer science & engineering,66,12833,0,Rajasthan,2015,440,400,355,0.356536488,295,-1,346,-1,-1,-1,-1,0.7027,0.0459,0.7785,,-0.0943
2205,190000,Bangalore,m,12-07-1988,80.32,0,2006,60,0,3716,2,B.Tech/B.E.,computer engineering,56,3716,1,Karnataka,2011,405,525,585,0.952245573,585,-1,-1,-1,-1,-1,-1,0.51,0.1888,-0.6343,0.1798,0.1864
2206,255000,Mumbai,m,20-10-1991,67,state board,2008,59.4,state board,83,2,B.Tech/B.E.,electronics and communication engineering,67.46,,0,Uttar Pradesh,2013,275,315,445,0.538386893,-1,333,-1,-1,-1,-1,-1,0.2718,-1.1196,-0.6048,-1.3753,-1.6273
2207,500000,Gurgaon,m,07-10-1990,87,cbse,2009,82,cbse,6920,1,B.Tech/B.E.,electronics and communication engineering,74,6920,1,Delhi,2013,545,605,765,0.985461394,495,500,-1,-1,-1,366,-1,0.4155,-0.2871,-0.7585,-1.8824,-0.6692
2208,200000,Dehradun,f,12-06-1987,68,icse,2005,60,jaswant modern school,6874,2,B.Tech/B.E.,,69,6874,0,Uttarakhand,2010,505,415,495,0.525922584,415,-1,-1,-1,-1,-1,-1,0.0464,1.2808,-0.0537,-0.4078,0.9763
2209,180000,Bangalore,f,01-07-1992,,state board,2009,95.41,state board,2959,2,B.Tech/B.E.,electronics and communication engineering,85,2959,0,Tamil Nadu,2013,380,580,445,0.694479328,405,366,-1,-1,-1,340,-1,-0.4463,-0.1206,0.6248,1.2869,1.0554
2210,180000,Gurga,m,11-01-1990,67.3,cbse,2007,68,cbse,172,2,B.Tech/B.E.,electronics and communication engineering,60,172,0,Uttar Pradesh,2012,435,275,235,0.538386893,-1,333,-1,-1,-1,260,-1,0.9737,0.6568,0.672,-0.70157,0.5024
2211,240000,Bangalore,m,05-09-1991,,state board,2009,78.67,state board,11010,2,B.Tech/B.E.,electronics and communication engineering,62,11010,1,Karnataka,2013,745,555,455,0.493596387,495,324,-1,-1,-1,313,-1,-0.3027,-0.4536,-0.1437,-0.7415,-1.0524
2212,310000,Noida,f,04-04-1992,95,cbse,2010,89,cbse,10185,2,B.Tech/B.E.,computer science & engineering,77,10185,0,Haryana,2014,595,545,690,0.999910408,615,-1,715,-1,-1,-1,-1,0.5591,1.2114,-0.6048,-0.4879,1.6302
2213,200000,mohali,m,03-02-1991,90.1,cbse,2009,83.6,cbse,527,2,B.Tech/B.E.,electronics and communication engineering,72,527,0,Haryana,2013,605,475,515,0.960603252,-1,466,-1,-1,-1,-1,-1,-0.7335,0.5454,-0.9122,0.0192,-0.0943
2214,205000,New Delhi,m,12-12-1986,61,cbse,2004,60.3,cbse,1744,2,MCA,computer application,71,1744,0,Uttar Pradesh,2014,490,420,390,0.953899775,435,-1,530,-1,-1,-1,-1,0.1282,0.2124,0.01,-0.4879,0.2889
2215,120000,Pune,m,05-09-1992,71.33,state board,2010,66.46,state board,11467,2,B.Tech/B.E.,computer science & engineering,60,,0,Rajasthan,2014,475,410,505,0.978799293,415,-1,561,-1,-1,-1,-1,-0.4463,0.5454,1.0859,1.9207,0.8637
2216,505000,-1,m,17-12-1992,,cbse,2010,83.8,cbse,12290,2,B.Tech/B.E.,information technology,77,12290,0,Himachal Pradesh,2014,555,605,560,0.486747008,465,-1,376,-1,-1,-1,-1,0.9737,1.4368,0.5994,-0.2902,0.3444
2217,325000,Hyderabad,m,07-08-1991,82.4,cbse,2010,85.8,cbse,11127,1,B.Tech/B.E.,,75.1,11127,0,Punjab,2014,590,545,735,0.486747008,555,-1,376,-1,-1,-1,-1,1.4208,1.0449,1.2396,-0.4879,0.4805
2218,275000,Noida,f,12-12-1991,81,cbse,2009,76,cbse,350,2,B.Tech/B.E.,information technology,77.34,350,0,Uttar Pradesh,2013,440,535,485,0.282788145,-1,-1,-1,-1,-1,-1,-1,,-0.1206,0.1637,0.1459,0.2889
2219,310000,pune,m,01-12-1991,88.83,cbse,,70.8,cbse,10360,2,B.Tech/B.E.,information technology,65.63,10360,0,Kerala,2014,475,615,665,0.144789889,495,-1,284,-1,-1,-1,-1,0.2718,-0.1206,0.1637,0.7798,-0.0943
2220,460000,-1,m,08-04-1990,62,state board,2007,61,state board,272,2,M.Tech./M.E.,computer science & engineering,63,272,0,Punjab,2013,465,595,605,0.793580615,495,-1,-1,-1,-1,-1,-1,-1.1644,-1.6191,-1.2196,-0.1076,-2.2021
2221,330000,New Delhi,m,01-06-1987,69,icse,2005,58,up board,3802,2,B.Tech/B.E.,information technology,61,3802,0,Uttar Pradesh,2010,565,535,545,0.765673581,485,-1,-1,-1,-1,-1,-1,-1.4992,0.9688,-0.344,0.5323,0.3444
2222,320000,Bangalore,f,14-05-1992,82.7,state board,,91,state board,11788,2,B.Tech/B.E.,computer science & engineering,73,11788,0,Andhra Pradesh,2014,490,435,560,0.080055281,425,-1,253,-1,-1,-1,-1,0.4155,1.2114,0.4711,-0.4879,0.2889
2223,225000,Trichy,m,18-05-1990,81,state board,,77,state board,14865,2,B.Tech/B.E.,electronics and electrical engineering,67,14865,0,Tamil Nadu,2011,605,510,545,-1,-1,-1,-1,-1,-1,-1,-1,1.2772,1.2114,2.008,0.0192,0.8637
2224,225000,Jagdalpur,m,31-07-1993,,ssc,,94.2, board of intermediate,1343,2,B.Tech/B.E.,mechanical engineering,79.9,1343,0,Andhra Pradesh,2014,510,460,440,0.725984148,165,-1,-1,438,-1,-1,-1,-0.3027,-1.1196,0.3174,,-0.2859
2225,250000,Gurgaon,m,28-09-1987,,cbse,2006,66.66,cbse,41,2,MCA,computer application,74.74,41,1,Delhi,2013,465,585,515,0.911395278,545,-1,500,-1,-1,-1,-1,0.8463,1.0449,-1.0659,,0.6721
2226,240000,Hyderabad,m,07-08-1989,89,"board of secondary education,andhra pradesh",2006,94.1,board of intermediate education,8218,2,B.Tech/B.E.,electronics and communication engineering,66.02,8218,0,Telangana,2011,485,595,625,0.538386893,465,333,-1,-1,-1,-1,-1,-0.1082,-0.2793,-0.6343,-0.5253,0.4234
2227,150000,Chennai,m,17-03-1991,,icse,2009,67.8,icse,11759,2,B.Tech/B.E.,information technology,65.9,11759,0,Uttarakhand,2014,580,555,485,0.793580615,495,-1,-1,-1,-1,-1,-1,-2.1698,-1.2861,-0.9122,,-2.2021
2228,95000,New Delhi,m,05-03-1990,57,bseb,2007,55,bseb,2679,2,MCA,computer application,60,2679,1,Delhi,2012,395,270,295,-1,-1,-1,-1,-1,-1,-1,-1,0.8463,1.0449,-1.2196,0.7798,-0.0943
2229,340000,Bangalore,f,11-03-1993,72.83,state board,2009,79.4,state board,2988,1,B.Tech/B.E.,computer science & engineering,78.34,2988,0,Uttar Pradesh,2014,350,630,760,0.144789889,455,-1,284,-1,-1,-1,-1,-0.0154,-0.2871,0.4711,-2.0092,-0.6692
2230,400000,Bangalore,f,10-08-1987,71,icse,2005,72,icse,5086,2,MCA,computer application,78,5086,0,Karnataka,2011,355,375,425,0.735795709,475,-1,-1,-1,-1,-1,-1,1.1283,1.7488,1.9782,,0.8183
2231,200000,Hyderabad,f,03-06-1992,76,cbse,2010,72,state board,9141,2,B.Tech/B.E.,information technology,70,9141,1,Telangana,2014,685,420,390,0.622642916,445,-1,407,-1,-1,-1,-1,1.5644,0.7119,-0.4511,-1.2486,-1.4356
2232,200000,Noida,m,12-02-1989,72,cbse,2006,70,cbse,255,2,B.Tech/B.E.,computer engineering,72,255,0,Uttar Pradesh,2011,455,575,445,0.600057182,435,-1,-1,-1,-1,-1,-1,0.0464,0.5008,0.2366,-0.7603,-0.2875
2233,335000,Mumbai,m,03-05-1992,78,maharashtra state board,,83,maharashtra state board,231,2,B.Tech/B.E.,electronics & telecommunications,64.86,231,0,Maharashtra,2013,300,470,575,0.229481755,-1,266,-1,-1,-1,393,-1,0.0464,-0.2793,-0.4891,0.7673,-0.0506
2234,400000,Chennai,m,24-10-1991,86.2,cbse,2008,91.33,stateboard/tamil nadu,3944,2,B.Tech/B.E.,computer science & engineering,84,3944,1,Tamil Nadu,2012,465,415,530,0.563267824,425,-1,-1,-1,-1,-1,-1,-2.272,-0.9033,-0.6343,0.4148,-1.4724
2235,95000,Kolkata,f,02-11-1990,72.75,state board,,65.4,state board,11167,2,B.Tech/B.E.,computer science & engineering,79,11167,1,West Bengal,2013,420,520,500,0.953899775,405,-1,530,-1,-1,-1,-1,0.99,-0.1206,0.1637,-0.7415,-0.2859
2236,170000,Noida,f,08-12-1991,81,cbse,2010,78,cbse,4450,2,B.Tech/B.E.,electronics and communication engineering,65,4450,0,Uttar Pradesh,2014,630,520,545,0.493596387,495,324,-1,-1,-1,-1,-1,1.2772,0.8784,1.547,-0.8682,-0.2859
2237,350000,Chennai,m,06-11-1991,86.6,cbse,,80.9,state board,830,2,B.Tech/B.E.,information technology,76.6,830,1,Tamil Nadu,2013,570,510,635,0.884122512,535,-1,-1,-1,-1,-1,-1,0.99,1.5444,-0.1437,-1.7556,0.8637
2238,330000,Bangalore,m,26-02-1989,70,mp,,60,cbse,1618,2,B.Tech/B.E.,computer engineering,64.3,1618,0,Madhya Pradesh,2011,645,465,575,0.525922584,415,-1,-1,-1,-1,-1,-1,-0.4173,-1.8393,-0.344,1.1199,0.1864
2239,120000,-1,m,11-11-1991,76,cbse,2009,86,state board,15745,2,B.Tech/B.E.,computer science & engineering,72,15745,1,Telangana,2013,510,400,440,0.018540942,465,-1,192,-1,-1,-1,-1,-0.5899,-1.4526,2.008,2.6814,1.247
2240,335000,Bangalore,f,13-12-1992,81.6,ssc,,87.9,board of secondary school of education,11183,2,B.Tech/B.E.,electronics and communication engineering,77.4,11183,1,Telangana,2013,555,465,605,0.694479328,375,366,-1,-1,-1,393,-1,1.4208,0.8784,-0.4511,-2.2627,0.0973
2241,335000,Pune,m,01-02-1990,75,icse,2007,75,isc,1638,2,B.Tech/B.E.,computer engineering,69,1638,0,Uttar Pradesh,2012,505,535,565,0.563267824,425,-1,-1,-1,-1,-1,-1,-0.6491,0.8128,-0.0537,,-0.2875
2242,300000,Bangalore,f,30-04-1992,88,state board,2010,88,state board,9282,2,B.Tech/B.E.,,70.12,9282,0,Andhra Pradesh,2014,710,605,605,0.744758354,405,-1,438,-1,-1,-1,-1,0.5591,1.2114,1.8543,0.1459,0.0973
2243,225000,Chennai,m,09-09-1991,74.3,matriculation,,71.25,state board,519,2,B.Tech/B.E.,electronics and communication engineering,67,519,1,Tamil Nadu,2013,325,425,475,0.783303537,275,388,-1,-1,-1,-1,-1,-0.159,0.0459,0.9322,-0.3612,0.2889
2244,200000,Bangalore,m,17-02-1991,79.2,karnataka secondary education examination board,2008,59,department of pre-university eduction,6575,2,M.Tech./M.E.,computer engineering,73,6575,1,Karnataka,2014,395,505,334,0.525922584,415,-1,-1,-1,-1,-1,-1,1.4374,0.5008,-0.3803,0.6498,0.6603
2245,445000,Bangalore,m,31-12-1987,86.2,cbse,2006,60.2,cbse,3918,2,B.Tech/B.E.,information science engineering,65.2,3918,1,Karnataka,2011,545,505,695,0.884122512,535,-1,-1,-1,-1,-1,-1,1.4374,-0.2793,-0.6343,-2.0529,-0.6035
2246,180000,Hyderabad,m,16-06-1993,86.5,state board,2010,91,state board,14342,2,B.Tech/B.E.,electronics and communication engineering,72.85,14342,0,Andhra Pradesh,2014,465,540,485,-1,375,-1,-1,-1,-1,-1,-1,,-0.0873,-0.7585,0.1459,0.7941
2247,365000,Trivandrum,m,11-11-1989,87.8,0,2007,85.4,0,2513,2,B.Tech/B.E.,electronics and communication engineering,69.3,2513,0,Rajasthan,2011,555,615,715,0.694479328,-1,366,-1,-1,-1,340,-1,,0.9688,0.9623,-1.1128,0.5024
2248,320000,Chennai,m,04-11-1991,75.6,state board,2009,74.6,state board,5056,2,B.Tech/B.E.,electronics and communication engineering,77.72,5056,0,Chhattisgarh,2014,475,630,705,0.976292561,515,484,-1,-1,-1,324,-1,-0.0154,-0.1206,-1.0659,1.5404,-0.0943
2249,475000,Bangalore,f,01-08-1989,93.43,0,2007,55.66,0,1866,2,B.Tech/B.E.,electronics and communication engineering,67.76,1866,1,Karnataka,2011,705,595,375,0.0587928,375,200,-1,-1,-1,260,-1,0.6646,0.1888,0.2366,-0.8778,-0.1295
2250,280000,Gurgaon,m,14-01-1993,77,cbse,2010,68,cbse,11759,2,B.Tech/B.E.,computer science & engineering,68,11759,0,Uttarakhand,2014,430,640,470,0.23780284,435,-1,315,-1,-1,-1,-1,-2.1698,-1.2861,-0.7585,2.0475,-0.2859
2251,180000,Mysore,m,27-09-1986,65,cbse,2007,47.6,cbse,1753,2,MCA,computer application,63,1753,0,Karnataka,2013,415,365,475,0.600057182,435,-1,-1,-1,-1,-1,-1,0.2009,-0.7473,0.3817,0.5323,0.3444
2252,410000,Bangalore,m,19-12-1988,66.3,icse,2007,66.67,icse,2634,2,B.Tech/B.E.,information technology,68.75,2634,1,Karnataka,2011,505,415,395,0.765673581,485,-1,-1,-1,-1,-1,-1,-1.3447,0.5008,-1.3599,,-0.6035
2253,400000,Hyderabad,m,03-01-1990,74.5,ssc,2008,79.7,board of intermediate education,8819,2,B.Tech/B.E.,electronics & instrumentation eng,70,8819,1,Telangana,2012,415,495,515,0.538386893,455,333,-1,-1,-1,-1,-1,-0.5719,-0.2012,-0.2714,,-0.1295
2254,325000,Pune,f,30-11-1990,,cbse,2008,62.2,cbse,7977,2,B.Tech/B.E.,computer engineering,76.3,7977,0,Uttar Pradesh,2012,485,445,435,0.864685413,525,-1,-1,-1,-1,-1,-1,0.8192,0.2668,-0.2714,-0.4078,-0.1295
2255,120000,Bangalore,m,01-06-1992,80,state board,2009,72.1,state board,12454,2,B.Tech/B.E.,information technology,67,12454,0,Andhra Pradesh,2013,475,530,320,0.04099931,325,-1,223,-1,-1,-1,-1,1.1336,0.5454,0.6248,-1.3753,0.2889
2256,375000,Chennai,m,18-03-1988,61.75,wbbse,2007,61,wbchse,10930,2,B.Tech/B.E.,computer engineering,77.8,10930,1,West Bengal,2012,415,535,615,0.884122512,535,-1,-1,-1,-1,-1,-1,0.6646,0.8128,0.0914,,-0.7615
2257,1200000,Hyderabad,f,07-01-1987,61,ssc,2004,53,intermideate,1029,2,MCA,computer application,69,1029,1,Telangana,2010,355,315,435,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.2628,-1.3713,0.0914,0.1798,0.5024
2258,440000,Bangalore,f,28-09-1990,79,cbse,,83.4,cbse,8286,2,B.Tech/B.E.,electronics and communication engineering,72.7,8286,0,Jammu and Kashmir,2012,535,485,525,0.376059587,-1,300,-1,-1,-1,393,-1,0.3555,0.6178,0.7083,0.2973,-0.2875
2259,300000,Bhubaneshwar,m,10-10-1989,89.8,0,2007,66.6,0,3054,2,B.Tech/B.E.,electronics and communication engineering,55.33,3054,0,Orissa,2012,555,205,435,-1,-1,-1,-1,-1,-1,-1,-1,-0.881,-0.2793,0.9623,,0.1864
2260,300000,Kolkata,m,28-01-1992,70.75,state board,2009,63,state board,14483,2,B.Tech/B.E.,electronics and communication engineering,75,14483,1,West Bengal,2013,545,555,485,0.649389715,405,356,-1,-1,-1,286,-1,0.5591,0.0459,-0.7585,-1.5021,0.0973
2261,300000,Mumbai,m,21-01-1990,68,0,2006,65,0,3579,2,B.Tech/B.E.,electronics and communication engineering,61,3579,0,Uttar Pradesh,2010,265,395,365,0.0587928,-1,200,-1,-1,-1,-1,-1,-0.4173,0.1888,-1.2148,1.0024,-0.4455
2262,95000,kolkata,m,15-01-1991,76.2,cbse,2009,68.3,cbse,13388,2,B.Tech/B.E.,electronics and communication engineering,63,13388,0,Madhya Pradesh,2013,580,435,385,0.538386893,-1,333,-1,-1,-1,-1,-1,-2.7443,-1.6191,-1.0659,,-2.2021
2263,250000,Jaipur,m,02-04-1991,73.5,"rbse,ajmer",2008,77.23,ssm srsecschool,2028,2,B.Tech/B.E.,information technology,74.04,2028,1,Rajasthan,2012,300,500,720,0.635978756,445,-1,-1,-1,-1,-1,-1,1.2772,0.4395,-0.2974,-2.2627,-1.0524
2264,95000,-1,m,04-09-1992,60.2,cbse,2010,60.8,cbse,10932,2,B.Tech/B.E.,computer science & engineering,62.42,10932,0,Uttar Pradesh,2014,485,405,345,0.144789889,405,-1,284,-1,-1,-1,-1,,0.9688,0.9623,0.41483,0.0679
2265,600000,Bangalore,m,27-11-1987,74.4,kseeb,,79,pub,1859,2,B.Tech/B.E.,information technology,62.81,1859,0,Karnataka,2009,495,495,455,0.968237496,605,-1,-1,-1,-1,-1,-1,0.8192,1.7488,-0.1988,-1.9354,0.1864
2266,345000,Tirupathi,m,10-06-1992,85,state board,2009,95.1,state board,13994,2,B.Tech/B.E.,mechanical engineering,80.91,13994,0,Andhra Pradesh,2013,615,555,620,0.903940782,385,-1,-1,500,-1,-1,-1,-1.4517,-1.4526,0.01,1.2869,-1.8189
2267,350000,Gurgaon,m,04-12-1992,58.17,state board,2009,69.54,state board,4948,2,B.Tech/B.E.,computer science & engineering,71.3,4948,1,Rajasthan,2014,420,520,430,0.356536488,315,-1,346,-1,-1,-1,-1,-0.4463,-0.6201,0.3174,0.9066,-0.8608
2268,300000,Bangalore,m,03-09-1992,70.6,cbse,,78.67,state board,182,2,B.Tech/B.E.,electronics and communication engineering,75.84,182,1,Karnataka,2014,580,485,510,0.053160305,285,196,-1,-1,-1,-1,-1,0.5591,0.2124,-1.2196,-0.7415,-0.8608
2269,250000,Mysore,f,27-11-1991,80,cbse,2009,90,board of intermediate(bie),8818,2,B.Tech/B.E.,,79,8818,1,Telangana,2013,465,410,530,0.824666401,-1,400,-1,-1,-1,366,-1,0.7027,0.7119,-3.3713,,0.4805
2270,305000,chennai,f,14-02-1992,,state board,2009,94.75,state board,526,2,B.Tech/B.E.,electronics and electrical engineering,89,526,0,Tamil Nadu,2013,545,425,470,0.557389506,435,-1,-1,-1,420,-1,-1,0.4155,0.8784,1.2396,,0.8637
2271,360000,-1,m,10-05-1990,75,cbse,2008,62.8,cbse,5904,2,B.Tech/B.E.,electronics and electrical engineering,64.7,5904,0,Uttar Pradesh,2012,555,625,535,0.124502074,-1,233,-1,-1,-1,-1,-1,-0.2628,-1.2153,-1.5051,-0.8778,-0.6035
2272,200000,Chennai,m,05-10-1992,85,cbse,2010,79,cbse,830,2,B.Tech/B.E.,information technology,71,830,1,Tamil Nadu,2014,660,535,500,0.622642916,455,-1,407,-1,-1,-1,-1,-0.159,0.5454,0.7785,,0.2889
2273,70000,chennai,m,02-01-1993,89,state board,2010,80,state board,1136,2,B.Tech/B.E.,electronics and electrical engineering,70,1136,0,Tamil Nadu,2014,290,425,270,0.193768442,-1,164,-1,-1,324,-1,-1,-0.5899,-0.6201,-1.0659,0.1459,0.8637
2274,325000,-1,m,08-06-1992,88.2,cbse,2010,80.8,cbse,15866,2,B.Tech/B.E.,computer science & engineering,70,15866,0,Haryana,2014,735,595,545,0.999910408,535,-1,715,-1,-1,-1,-1,1.9953,1.0449,-0.1437,-2.3895,0.2889
2275,105000,Jaipur,m,05-12-1991,79,state board,2009,75.69,state board,8310,2,B.Tech/B.E.,computer science & engineering,63.1,8310,1,Rajasthan,2014,475,465,495,0.486747008,375,-1,376,-1,-1,-1,-1,0.1282,0.8784,0.7785,-0.4879,1.0554
2276,300000,gurgaon,f,12-02-1992,81,cbse,2009,65,cbse,2424,2,B.Tech/B.E.,electronics and communication engineering,69.1,2424,0,Uttar Pradesh,2014,545,545,370,0.756180114,365,-1,-1,-1,-1,388,-1,0.8463,1.2114,-0.4511,,-0.0943
2277,335000,Pune,m,15-05-1991,86.15,state board,2009,83,state board,358,2,B.Tech/B.E.,computer engineering,60.2,358,1,Maharashtra,2013,560,505,585,0.842248322,615,-1,469,-1,-1,-1,-1,-0.5899,1.0449,-1.3733,-0.995,-0.4776
2278,250000,Hyderabad,f,25-02-1988,66.5,0,2005,64,0,1014,2,B.Tech/B.E.,electronics and communication engineering,59,1014,0,Andhra Pradesh,2009,335,275,455,0.376059587,235,300,-1,-1,-1,-1,-1,0.0464,-0.4353,-0.1988,0.0623,0.3444
2279,460000,Bangalore,m,05-03-1991,88.4,0,,76,0,124,2,B.Tech/B.E.,computer engineering,79.6,124,0,Orissa,2012,395,345,595,-1,-1,-1,-1,-1,-1,-1,-1,-0.6491,0.1888,-0.6343,1.67803,-0.2875
2280,220000,Gurgaon,m,04-05-1993,64,state board,2010,62,state board,76,2,B.Tech/B.E.,mechanical engineering,62,76,0,Uttar Pradesh,2015,500,450,500,0.213251425,-1,-1,-1,315,-1,-1,-1,0.99,-0.1206,1.3933,1.794,0.4805
2281,120000,Gurgaon,m,03-05-1990,,state board,2008,70,state board,374,2,MCA,computer application,76,374,0,Uttar Pradesh,2014,580,655,570,0.953899775,445,-1,530,-1,-1,-1,-1,0.99,0.2124,-0.1437,-0.8682,1.0554
2282,450000,Bangalore,m,07-08-1990,90.56,karnataka secondary education board,2008,88,kea,5284,2,B.Tech/B.E.,electronics & telecommunications,78.54,5284,0,Karnataka,2012,485,585,535,0.694479328,-1,366,-1,-1,-1,-1,-1,-0.1082,0.1498,-0.1626,-0.2902,-0.4455
2283,360000,Baripada,m,08-04-1990,82,0,2008,62.3,0,11982,2,B.Tech/B.E.,mechanical engineering,61,11982,0,Orissa,2012,565,475,464,0.068445751,-1,-1,-1,254,-1,-1,-1,,-1.2153,-0.9245,-0.5253,-1.8278
2284,180000,Gurgaon,m,08-03-1991,68.6,cbse,2008,66.4,cbse,57,2,B.Tech/B.E.,electronics and communication engineering,64.7,57,0,Haryana,2013,310,500,560,0.694479328,-1,366,-1,-1,-1,313,-1,0.2718,-1.1196,-0.7585,-0.4879,-0.8608
2285,100000,Jaipur,f,23-10-1992,78.3,cbse,2009,74,cbse,10612,2,B.Tech/B.E.,computer science and technology,70.1,10612,1,Rajasthan,2013,465,375,405,0.190153406,315,-1,-1,-1,-1,-1,-1,-0.4463,0.0459,-0.6048,,0.4805
2286,180000,Navi Mumbai,m,15-01-1993,73.4,state board,2010,65.8,state board,1213,2,B.Tech/B.E.,information technology,68,1213,0,Madhya Pradesh,2014,455,505,630,0.356536488,355,-1,346,-1,-1,-1,-1,-1.1644,0.0459,-0.6048,-1.2486,-1.0524
2287,500000,-1,m,29-05-1989,82,icse,2006,79,icse,350,2,B.Tech/B.E.,electronics and communication engineering,65.72,350,0,Uttar Pradesh,2011,495,585,615,0.694479328,355,366,-1,-1,-1,153,-1,-0.5719,-0.5913,0.8171,-0.2902,-0.7615
2288,120000,pondi,m,14-02-1990,68,sslc,2009,75,tamil nadu polytechnic,1347,2,B.Tech/B.E.,computer engineering,68.9,1347,0,Union Territory,2012,315,425,325,0.074546265,255,-1,-1,-1,-1,-1,-1,-1.5765,0.5008,0.8171,0.7086,0.0284
2289,1745000,Johannesburg,m,07-02-1992,87.6,cbse,2009,79.8,cbse,124,2,B.Tech/B.E.,electronics and instrumentation engineering,83.4,124,0,Orissa,2013,710,655,840,0.538386893,-1,333,-1,-1,-1,-1,-1,-1.7389,-0.7866,1.0859,0.2727,-0.0943
2290,100000,Bhopal,m,21-09-1990,72.6,mp board,2008,77.7,mp board,220,2,B.Tech/B.E.,information technology,75.94,220,0,Madhya Pradesh,2012,225,485,395,0.81941653,505,-1,-1,-1,-1,-1,-1,0.7419,0.1888,0.2366,1.678,0.1864
2291,400000,Bangalore,m,22-07-1989,77.33,0,2007,77.4,0,3801,2,B.Tech/B.E.,electronics and electrical engineering,77,3801,0,Karnataka,2012,645,575,615,0.376059587,415,300,-1,-1,-1,-1,-1,0.8192,0.8518,1.1437,0.8848,0.0284
2292,490000,-1,m,08-08-1990,83,cbse,2008,85,cbse,6874,2,B.Tech/B.E.,computer engineering,67,6874,0,Uttarakhand,2012,605,535,500,0.901489571,545,-1,-1,-1,-1,-1,-1,-0.159,-0.7866,-0.6048,-0.6147,-2.2021
2293,405000,Bangalore,m,03-04-1990,85.3,ssc,2008,75,board of intermediate,5015,2,B.Tech/B.E.,electronics and electrical engineering,76,5015,0,Andhra Pradesh,2012,435,475,335,0.124502074,395,233,-1,-1,-1,-1,-1,-0.4173,-0.4353,0.0914,0.6204,-2.1833
